StockReferenceID;IssueID;Condition;AvailableQty;Price
78682;4577;Poor;7;162.56
78683;4578;Poor;0;224.11
78684;4579;Poor;1;198.61
78685;4580;Poor;6;96.43
78686;4581;Poor;4;24.56
78687;4582;Poor;2;56.90
78688;4583;Poor;8;180.19
78689;4584;Poor;5;4.69
78690;4585;Poor;1;134.90
78691;4586;Poor;6;29.64
78692;4587;Poor;0;75.51
78693;4588;Poor;3;35.71
78694;4589;Poor;7;247.47
78695;4590;Poor;8;225.84
78696;4591;Poor;6;34.76
78697;4592;Poor;1;199.91
78698;4593;Poor;2;228.30
78699;4594;Poor;5;142.06
78700;4595;Poor;2;176.98
78701;4596;Poor;3;2.65
78702;4597;Poor;7;180.24
78703;4598;Poor;3;154.61
78704;4599;Poor;7;226.28
78705;4600;Poor;0;128.81
78706;4601;Poor;2;174.79
78707;4602;Poor;3;199.19
78708;4603;Poor;5;191.25
78709;4604;Poor;1;174.56
78710;4605;Poor;2;229.02
78711;4606;Poor;0;73.44
78712;4607;Poor;2;76.01
78713;4608;Poor;8;152.44
78714;4609;Poor;1;197.34
78715;4610;Poor;6;0.16
78716;4611;Poor;2;151.53
78717;4612;Poor;1;214.10
78718;4613;Poor;5;241.71
78719;4614;Poor;9;13.24
78720;4615;Poor;3;177.78
78721;4616;Poor;4;22.53
78722;4617;Poor;7;38.47
78723;4618;Poor;5;123.63
78724;4619;Poor;4;174.89
78725;4620;Poor;4;198.26
78726;4621;Poor;1;220.13
78727;4622;Poor;5;54.66
78728;4623;Poor;9;29.21
78729;4624;Poor;0;127.93
78730;4625;Poor;6;35.41
78731;4626;Poor;1;146.55
78732;4627;Poor;1;72.43
78733;4628;Poor;1;26.45
78734;4629;Poor;8;123.76
78735;4630;Poor;9;233.56
78736;4631;Poor;6;217.62
78737;4632;Poor;6;225.49
78738;4633;Poor;6;133.22
78739;4634;Poor;6;224.99
78740;4635;Poor;0;197.33
78741;4636;Poor;1;225.61
78742;4637;Poor;1;240.99
78743;4638;Poor;6;166.52
78744;4639;Poor;5;89.49
78745;4640;Poor;0;173.46
78746;4641;Poor;6;223.91
78747;4642;Poor;3;245.29
78748;4643;Poor;1;103.98
78749;4644;Poor;6;81.48
78750;4645;Poor;3;208.31
78751;4646;Poor;0;189.29
78752;4647;Poor;5;50.28
78753;4648;Poor;8;7.04
78754;4649;Poor;5;21.10
78755;4650;Poor;8;78.33
78756;4651;Poor;8;6.59
78757;4652;Poor;6;171.26
78758;4653;Poor;4;203.72
78759;4654;Poor;1;48.48
78760;4655;Poor;3;79.00
78761;4656;Poor;2;180.00
78762;4657;Poor;9;154.64
78763;4658;Poor;4;134.97
78764;4659;Poor;9;245.36
78765;4660;Poor;9;60.35
78766;4661;Poor;5;60.97
78767;4662;Poor;0;38.34
78768;4663;Poor;6;129.07
78769;4664;Poor;1;203.75
78770;4665;Poor;5;13.30
78771;4666;Poor;8;183.49
78772;4667;Poor;8;230.48
78773;4668;Poor;8;41.74
78774;4669;Poor;0;60.57
78775;4670;Poor;2;94.10
78776;4671;Poor;5;92.21
78777;4672;Poor;7;4.14
78778;4673;Poor;8;32.31
78779;4674;Poor;2;156.15
78780;4675;Poor;9;150.37
78781;4676;Poor;9;131.90
78782;4677;Poor;5;162.53
78783;4678;Poor;9;233.84
78784;4679;Poor;4;0.88
78785;4680;Poor;8;228.87
78786;4681;Poor;1;123.27
78787;4682;Poor;4;123.61
78788;4683;Poor;2;67.46
78789;4684;Poor;0;132.46
78790;4685;Poor;2;191.14
78791;4686;Poor;5;131.80
78792;4687;Poor;6;245.65
78793;4688;Poor;5;13.23
78794;4689;Poor;4;9.06
78795;4690;Poor;6;237.66
78796;4691;Poor;5;61.25
78797;4692;Poor;1;47.95
78798;4693;Poor;1;32.42
78799;4694;Poor;1;154.69
78800;4695;Poor;0;28.68
78801;4696;Poor;6;234.31
78802;4697;Poor;1;114.17
78803;4698;Poor;9;96.31
78804;4699;Poor;6;91.72
78805;4700;Poor;3;61.97
78806;4701;Poor;5;209.73
78807;4702;Poor;7;113.52
78808;4703;Poor;7;82.06
78809;4704;Poor;2;59.38
78810;4705;Poor;8;103.58
78811;4706;Poor;4;70.01
78812;4707;Poor;1;55.59
78813;4708;Poor;5;178.00
78814;4709;Poor;6;1.02
78815;4710;Poor;5;16.56
78816;4711;Poor;2;85.39
78817;4712;Poor;3;151.66
78818;4713;Poor;4;86.06
78819;4714;Poor;6;198.45
78820;4715;Poor;4;195.35
78821;4716;Poor;5;74.95
78822;4717;Poor;7;228.10
78823;4718;Poor;0;171.17
78824;4719;Poor;6;211.97
78825;4720;Poor;5;215.96
78826;4721;Poor;4;213.80
78827;4722;Poor;2;117.22
78828;4723;Poor;2;10.62
78829;4724;Poor;6;2.33
78830;4725;Poor;5;162.51
78831;4726;Poor;5;229.53
78832;4727;Poor;1;32.75
78833;4728;Poor;3;40.13
78834;4729;Poor;4;151.88
78835;4730;Poor;1;29.78
78836;4731;Poor;6;170.81
78837;4732;Poor;9;18.75
78838;4733;Poor;2;241.85
78839;4734;Poor;5;242.30
78840;4735;Poor;6;172.03
78841;4736;Poor;2;71.11
78842;4737;Poor;8;5.26
78843;4738;Poor;6;21.34
78844;4739;Poor;5;81.96
78845;4740;Poor;9;83.23
78846;4741;Poor;3;76.28
78847;4742;Poor;7;91.15
78848;4743;Poor;5;21.59
78849;4744;Poor;3;246.33
78850;4745;Poor;2;131.74
78851;4746;Poor;6;8.96
78852;4747;Poor;9;103.91
78853;4748;Poor;3;47.23
78854;4749;Poor;9;236.37
78855;4750;Poor;4;27.95
78856;4751;Poor;5;205.42
78857;4752;Poor;6;22.12
78858;4753;Poor;8;140.77
78859;4754;Poor;2;167.06
78860;4755;Poor;9;228.24
78861;4756;Poor;5;190.22
78862;4757;Poor;0;187.66
78863;4758;Poor;4;133.69
78864;4759;Poor;4;42.75
78865;4760;Poor;6;197.11
78866;4761;Poor;7;166.48
78867;4762;Poor;7;53.19
78868;4763;Poor;8;93.10
78869;4764;Poor;6;130.35
78870;4765;Poor;0;80.28
78871;4766;Poor;9;30.28
78872;4767;Poor;6;42.76
78873;4768;Poor;1;65.16
78874;4769;Poor;3;66.24
78875;4770;Poor;6;99.86
78876;4771;Poor;0;212.78
78877;4772;Poor;3;92.58
78878;4773;Poor;0;99.80
78879;4774;Poor;1;10.93
78880;4775;Poor;6;64.73
78881;4776;Poor;2;78.81
78882;4777;Poor;4;118.61
78883;4778;Poor;1;241.26
78884;4779;Poor;4;66.46
78885;4780;Poor;4;214.70
78886;4781;Poor;7;156.16
78887;4782;Poor;2;221.24
78888;4783;Poor;0;133.64
78889;4784;Poor;1;114.71
78890;4785;Poor;7;238.77
78891;4786;Poor;6;45.89
78892;4787;Poor;1;217.11
78893;4788;Poor;9;189.64
78894;4789;Poor;4;90.54
78895;4790;Poor;3;149.01
78896;4791;Poor;2;185.52
78897;4792;Poor;4;249.48
78898;4793;Poor;7;148.35
78899;4794;Poor;0;145.72
78900;4795;Poor;2;111.73
78901;4796;Poor;7;153.82
78902;4797;Poor;0;125.13
78903;4798;Poor;7;224.99
78904;4799;Poor;1;44.14
78905;4800;Poor;6;120.56
78906;4801;Poor;7;139.47
78907;4802;Poor;6;205.88
78908;4803;Poor;0;11.12
78909;4804;Poor;1;94.64
78910;4805;Poor;3;143.34
78911;4806;Poor;3;218.06
78912;4807;Poor;6;227.56
78913;4808;Poor;5;56.73
78914;4809;Poor;3;152.19
78915;4810;Poor;4;232.44
78916;4811;Poor;5;130.74
78917;4812;Poor;5;152.91
78918;4813;Poor;3;144.48
78919;4814;Poor;9;104.88
78920;4815;Poor;4;2.47
78921;4816;Poor;5;146.05
78922;4817;Poor;7;95.05
78923;4818;Poor;7;108.74
78924;4819;Poor;6;157.66
78925;4820;Poor;8;0.25
78926;4821;Poor;0;95.31
78927;4822;Poor;9;83.74
78928;4823;Poor;0;173.77
78929;4824;Poor;4;49.13
78930;4825;Poor;4;115.10
78931;4826;Poor;7;74.81
78932;4827;Poor;5;10.63
78933;4828;Poor;0;12.14
78934;4829;Poor;0;185.09
78935;4830;Poor;1;55.21
78936;4831;Poor;2;196.70
78937;4832;Poor;6;242.75
78938;4833;Poor;8;223.24
78939;4834;Poor;0;180.62
78940;4835;Poor;5;182.43
78941;4836;Poor;7;224.62
78942;4837;Poor;0;40.74
78943;4838;Poor;1;175.04
78944;4839;Poor;2;156.80
78945;4840;Poor;6;91.70
78946;4841;Poor;0;25.02
78947;4842;Poor;3;167.66
78948;4843;Poor;2;42.53
78949;4844;Poor;6;156.10
78950;4845;Poor;3;26.87
78951;4846;Poor;2;69.78
78952;4847;Poor;6;78.40
78953;4848;Poor;5;114.52
78954;4849;Poor;8;30.95
78955;4850;Poor;7;241.46
78956;4851;Poor;3;9.26
78957;4852;Poor;6;24.46
78958;4853;Poor;0;173.07
78959;4854;Poor;2;102.90
78960;4855;Poor;3;63.38
78961;4856;Poor;2;135.87
78962;4857;Poor;5;69.85
78963;4858;Poor;5;140.81
78964;4859;Poor;0;142.74
78965;4860;Poor;5;58.05
78966;4861;Poor;9;207.61
78967;4862;Poor;2;237.05
78968;4863;Poor;7;63.52
78969;4864;Poor;6;149.60
78970;4865;Poor;7;9.12
78971;4866;Poor;5;62.09
78972;4867;Poor;0;39.63
78973;4868;Poor;0;154.61
78974;4869;Poor;1;55.40
78975;4870;Poor;9;12.26
78976;4871;Poor;6;195.29
78977;4872;Poor;0;203.06
78978;4873;Poor;7;177.71
78979;4874;Poor;9;29.06
78980;4875;Poor;5;228.82
78981;4876;Poor;6;33.10
78982;4877;Poor;9;131.02
78983;4878;Poor;4;223.44
78984;4879;Poor;4;222.35
78985;4880;Poor;8;59.92
78986;4881;Poor;4;211.56
78987;4882;Poor;0;88.00
78988;4883;Poor;5;181.04
78989;4884;Poor;2;210.42
78990;4885;Poor;0;34.56
78991;4886;Poor;0;144.00
78992;4887;Poor;5;84.39
78993;4888;Poor;3;246.20
78994;4889;Poor;3;234.59
78995;4890;Poor;4;110.88
78996;4891;Poor;4;243.44
78997;4892;Poor;6;120.03
78998;4893;Poor;0;140.53
78999;4894;Poor;7;222.55
79000;4895;Poor;4;23.72
79001;4896;Poor;2;142.27
79002;4897;Poor;1;127.36
79003;4898;Poor;7;117.60
79004;4899;Poor;0;0.92
79005;4900;Poor;9;88.83
79006;4901;Poor;4;152.77
79007;4902;Poor;7;71.89
79008;4903;Poor;4;128.32
79009;4904;Poor;1;202.57
79010;4905;Poor;9;149.13
79011;4906;Poor;0;190.94
79012;4907;Poor;3;141.71
79013;4908;Poor;2;69.82
79014;4909;Poor;6;18.59
79015;4910;Poor;2;65.05
79016;4911;Poor;6;84.06
79017;4912;Poor;1;116.46
79018;4913;Poor;8;67.78
79019;4914;Poor;6;209.77
79020;4915;Poor;5;102.79
79021;4916;Poor;5;85.64
79022;4917;Poor;4;160.13
79023;4918;Poor;9;92.47
79024;4919;Poor;9;111.41
79025;4920;Poor;3;234.50
79026;4921;Poor;4;188.24
79027;4922;Poor;8;56.56
79028;4923;Poor;3;213.57
79029;4924;Poor;0;72.07
79030;4925;Poor;0;65.55
79031;4926;Poor;2;128.28
79032;4927;Poor;8;240.02
79033;4928;Poor;4;59.49
79034;4929;Poor;7;224.60
79035;4930;Poor;7;169.65
79036;4931;Poor;1;125.15
79037;4932;Poor;2;151.96
79038;4933;Poor;7;157.36
79039;4934;Poor;2;106.36
79040;4935;Poor;4;102.71
79041;4936;Poor;0;206.85
79042;4937;Poor;8;67.50
79043;4938;Poor;1;97.50
79044;4939;Poor;6;18.30
79045;4940;Poor;8;75.84
79046;4941;Poor;4;55.64
79047;4942;Poor;7;138.00
79048;4943;Poor;6;34.14
79049;4944;Poor;2;169.39
79050;4945;Poor;0;10.22
79051;4946;Poor;6;232.13
79052;4947;Poor;4;166.98
79053;4948;Poor;2;13.68
79054;4949;Poor;0;194.61
79055;4950;Poor;9;216.38
79056;4951;Poor;1;46.47
79057;4952;Poor;6;60.39
79058;4953;Poor;7;34.96
79059;4954;Poor;6;188.03
79060;4955;Poor;2;216.59
79061;4956;Poor;9;106.17
79062;4957;Poor;1;191.79
79063;4958;Poor;8;79.34
79064;4959;Poor;2;29.52
79065;4960;Poor;4;247.11
79066;4961;Poor;8;95.77
79067;4962;Poor;3;114.82
79068;4963;Poor;3;139.49
79069;4964;Poor;9;242.81
79070;4965;Poor;9;158.92
79071;4966;Poor;5;73.04
79072;4967;Poor;5;248.86
79073;4968;Poor;6;92.38
79074;4969;Poor;4;235.21
79075;4970;Poor;4;104.04
79076;4971;Poor;5;18.45
79077;4972;Poor;3;106.98
79078;4973;Poor;1;244.67
79079;4974;Poor;1;145.82
79080;4975;Poor;0;219.54
79081;4976;Poor;1;232.92
79082;4977;Poor;8;215.46
79083;4978;Poor;0;14.93
79084;4979;Poor;1;130.29
79085;4980;Poor;7;173.14
79086;4981;Poor;6;243.09
79087;4982;Poor;4;174.83
79088;4983;Poor;3;79.14
79089;4984;Poor;5;48.92
79090;4985;Poor;9;130.36
79091;4986;Poor;3;53.14
79092;4987;Poor;9;131.41
79093;4988;Poor;8;202.86
79094;4989;Poor;6;163.78
79095;4990;Poor;2;66.68
79096;4991;Poor;4;38.83
79097;4992;Poor;5;209.28
79098;4993;Poor;1;40.71
79099;4994;Poor;1;98.88
79100;4995;Poor;3;22.00
79101;4996;Poor;1;54.33
79102;4997;Poor;9;70.28
79103;4998;Poor;1;148.67
79104;4999;Poor;3;84.81
79105;5000;Poor;5;114.54
79106;5001;Poor;2;141.34
79107;5002;Poor;5;21.81
79108;5003;Poor;4;207.23
79109;5004;Poor;1;21.60
79110;5005;Poor;7;172.67
79111;5006;Poor;5;183.24
79112;5007;Poor;4;103.43
79113;5008;Poor;0;13.17
79114;5009;Poor;6;164.78
79115;5010;Poor;9;228.08
79116;5011;Poor;3;112.26
79117;5012;Poor;1;81.81
79118;5013;Poor;1;174.34
79119;5014;Poor;1;193.42
79120;5015;Poor;5;223.26
79121;5016;Poor;6;165.91
79122;5017;Poor;8;108.12
79123;5018;Poor;6;55.15
79124;5019;Poor;6;98.31
79125;5020;Poor;8;83.97
79126;5021;Poor;8;159.86
79127;5022;Poor;5;107.91
79128;5023;Poor;2;4.09
79129;5024;Poor;6;122.63
79130;5025;Poor;9;233.17
79131;5026;Poor;7;217.00
79132;5027;Poor;5;185.81
79133;5028;Poor;3;245.56
79134;5029;Poor;3;159.22
79135;5030;Poor;1;0.77
79136;5031;Poor;6;51.49
79137;5032;Poor;7;0.60
79138;5033;Poor;1;245.64
79139;5034;Poor;6;167.62
79140;5035;Poor;3;74.50
79141;5036;Poor;0;238.69
79142;5037;Poor;8;39.98
79143;5038;Poor;4;128.20
79144;5039;Poor;8;158.48
79145;5040;Poor;5;48.99
79146;5041;Poor;7;65.83
79147;5042;Poor;5;244.09
79148;5043;Poor;2;155.17
79149;5044;Poor;5;15.05
79150;5045;Poor;7;81.13
79151;5046;Poor;4;85.05
79152;5047;Poor;4;230.79
79153;5048;Poor;5;60.88
79154;5049;Poor;4;244.27
79155;5050;Poor;3;134.03
79156;5051;Poor;9;49.72
79157;5052;Poor;4;70.18
79158;5053;Poor;3;46.44
79159;5054;Poor;0;139.94
79160;5055;Poor;6;157.84
79161;5056;Poor;3;64.41
79162;5057;Poor;8;105.73
79163;5058;Poor;8;219.70
79164;5059;Poor;5;111.53
79165;5060;Poor;7;208.39
79166;5061;Poor;2;54.66
79167;5062;Poor;7;157.63
79168;5063;Poor;4;73.56
79169;5064;Poor;1;141.57
79170;5065;Poor;3;199.68
79171;5066;Poor;1;5.58
79172;5067;Poor;9;81.72
79173;5068;Poor;3;110.27
79174;5069;Poor;3;42.09
79175;5070;Poor;7;69.94
79176;5071;Poor;5;135.07
79177;5072;Poor;9;233.86
79178;5073;Poor;0;153.25
79179;5074;Poor;9;96.34
79180;5075;Poor;1;238.72
79181;5076;Poor;3;197.72
79182;5077;Poor;9;239.62
79183;5078;Poor;1;125.65
79184;5079;Poor;4;247.26
79185;5080;Poor;1;15.05
79186;5081;Poor;5;148.55
79187;5082;Poor;1;211.82
79188;5083;Poor;9;202.10
79189;5084;Poor;1;26.77
79190;5085;Poor;8;143.65
79191;5086;Poor;4;114.87
79192;5087;Poor;9;25.04
79193;5088;Poor;5;186.77
79194;5089;Poor;0;12.44
79195;5090;Poor;4;220.36
79196;5091;Poor;8;34.57
79197;5092;Poor;1;44.25
79198;5093;Poor;4;208.76
79199;5094;Poor;4;74.97
79200;5095;Poor;2;104.17
79201;5096;Poor;7;230.30
79202;5097;Poor;6;41.73
79203;5098;Poor;2;223.89
79204;5099;Poor;9;73.85
79205;5100;Poor;1;5.56
79206;5101;Poor;9;109.80
79207;5102;Poor;9;1.26
79208;5103;Poor;5;136.86
79209;5104;Poor;3;123.43
79210;5105;Poor;2;40.83
79211;5106;Poor;2;170.88
79212;5107;Poor;6;81.79
79213;5108;Poor;4;129.82
79214;5109;Poor;3;17.34
79215;5110;Poor;5;132.58
79216;5111;Poor;0;58.85
79217;5112;Poor;0;177.13
79218;5113;Poor;5;221.72
79219;5114;Poor;6;205.58
79220;5115;Poor;0;156.95
79221;5116;Poor;9;137.22
79222;5117;Poor;5;240.95
79223;5118;Poor;2;178.49
79224;5119;Poor;9;243.62
79225;5120;Poor;7;187.57
79226;5121;Poor;5;227.96
79227;5122;Poor;8;214.39
79228;5123;Poor;9;101.36
79229;5124;Poor;4;93.07
79230;5125;Poor;2;212.58
79231;5126;Poor;1;144.33
79232;5127;Poor;7;246.25
79233;5128;Poor;3;202.96
79234;5129;Poor;0;59.54
79235;5130;Poor;4;191.51
79236;5131;Poor;6;140.32
79237;5132;Poor;8;21.93
79238;5133;Poor;2;56.52
79239;5134;Poor;2;136.02
79240;5135;Poor;5;36.86
79241;5136;Poor;1;205.21
79242;5137;Poor;0;75.15
79243;5138;Poor;8;64.39
79244;5139;Poor;2;227.43
79245;5140;Poor;5;158.72
79246;5141;Poor;2;56.86
79247;5142;Poor;6;161.20
79248;5143;Poor;2;138.07
79249;5144;Poor;4;122.42
79250;5145;Poor;1;13.08
79251;5146;Poor;9;67.22
79252;5147;Poor;9;35.18
79253;5148;Poor;4;80.41
79254;5149;Poor;5;152.46
79255;5150;Poor;0;33.34
79256;5151;Poor;8;155.17
79257;5152;Poor;4;127.35
79258;5153;Poor;9;129.46
79259;5154;Poor;2;204.85
79260;5155;Poor;4;27.32
79261;5156;Poor;2;11.59
79262;5157;Poor;3;60.27
79263;5158;Poor;8;93.81
79264;5159;Poor;4;3.89
79265;5160;Poor;1;196.54
79266;5161;Poor;2;189.99
79267;5162;Poor;4;53.07
79268;5163;Poor;8;174.59
79269;5164;Poor;1;56.74
79270;5165;Poor;0;138.69
79271;5166;Poor;0;105.96
79272;5167;Poor;6;146.02
79273;5168;Poor;9;63.95
79274;5169;Poor;4;70.97
79275;5170;Poor;6;226.68
79276;5171;Poor;1;148.12
79277;5172;Poor;4;25.40
79278;5173;Poor;3;132.53
79279;5174;Poor;3;164.03
79280;5175;Poor;5;219.64
79281;5176;Poor;0;141.25
79282;5177;Poor;5;131.17
79283;5178;Poor;2;186.60
79284;5179;Poor;6;189.21
79285;5180;Poor;6;159.54
79286;5181;Poor;1;215.69
79287;5182;Poor;5;143.48
79288;5183;Poor;5;112.45
79289;5184;Poor;9;55.97
79290;5185;Poor;8;64.20
79291;5186;Poor;2;147.70
79292;5187;Poor;0;59.95
79293;5188;Poor;6;75.81
79294;5189;Poor;7;61.04
79295;5190;Poor;6;246.84
79296;5191;Poor;3;189.09
79297;5192;Poor;0;249.32
79298;5193;Poor;0;15.61
79299;5194;Poor;8;110.85
79300;5195;Poor;1;172.81
79301;5196;Poor;6;46.88
79302;5197;Poor;5;13.06
79303;5198;Poor;2;126.39
79304;5199;Poor;5;69.32
79305;5200;Poor;9;135.70
79306;5201;Poor;5;60.35
79307;5202;Poor;9;175.36
79308;5203;Poor;1;249.63
79309;5204;Poor;7;133.08
79310;5205;Poor;0;33.41
79311;5206;Poor;6;9.41
79312;5207;Poor;5;60.03
79313;5208;Poor;5;71.06
79314;5209;Poor;6;144.48
79315;5210;Poor;2;57.70
79316;5211;Poor;2;124.93
79317;5212;Poor;3;33.79
79318;5213;Poor;6;90.01
79319;5214;Poor;7;95.11
79320;5215;Poor;9;93.70
79321;5216;Poor;5;127.70
79322;5217;Poor;9;22.78
79323;5218;Poor;3;139.17
79324;5219;Poor;0;189.94
79325;5220;Poor;2;123.27
79326;5221;Poor;6;142.13
79327;5222;Poor;3;140.18
79328;5223;Poor;9;2.31
79329;5224;Poor;7;79.50
79330;5225;Poor;7;45.77
79331;5226;Poor;4;31.05
79332;5227;Poor;5;141.42
79333;5228;Poor;5;1.43
79334;5229;Poor;6;135.69
79335;5230;Poor;8;48.26
79336;5231;Poor;4;64.92
79337;5232;Poor;3;146.09
79338;5233;Poor;1;122.42
79339;5234;Poor;9;173.30
79340;5235;Poor;0;232.70
79341;5236;Poor;5;222.06
79342;5237;Poor;9;14.67
79343;5238;Poor;2;66.97
79344;5239;Poor;2;245.50
79345;5240;Poor;5;63.80
79346;5241;Poor;3;155.97
79347;5242;Poor;0;20.32
79348;5243;Poor;8;60.67
79349;5244;Poor;4;85.36
79350;5245;Poor;6;66.78
79351;5246;Poor;1;117.88
79352;5247;Poor;8;45.22
79353;5248;Poor;1;161.10
79354;5249;Poor;0;49.91
79355;5250;Poor;5;105.41
79356;5251;Poor;7;93.76
79357;5252;Poor;8;123.86
79358;5253;Poor;3;231.37
79359;5254;Poor;7;177.68
79360;5255;Poor;5;229.40
79361;5256;Poor;3;183.62
79362;5257;Poor;8;173.11
79363;5258;Poor;6;49.66
79364;5259;Poor;1;76.32
79365;5260;Poor;6;120.91
79366;5261;Poor;9;168.32
79367;5262;Poor;1;144.03
79368;5263;Poor;8;71.06
79369;5264;Poor;4;168.51
79370;5265;Poor;0;240.56
79371;5266;Poor;7;66.33
79372;5267;Poor;4;75.26
79373;5268;Poor;0;235.50
79374;5269;Poor;1;156.66
79375;5270;Poor;3;192.64
79376;5271;Poor;3;196.74
79377;5272;Poor;9;163.67
79378;5273;Poor;6;43.75
79379;5274;Poor;2;17.52
79380;5275;Poor;9;195.69
79381;5276;Poor;4;74.78
79382;5277;Poor;7;236.55
79383;5278;Poor;5;56.85
79384;5279;Poor;9;39.07
79385;5280;Poor;1;228.30
79386;5281;Poor;5;159.70
79387;5282;Poor;8;162.92
79388;5283;Poor;8;47.68
79389;5284;Poor;9;201.50
79390;5285;Poor;1;88.12
79391;5286;Poor;0;17.33
79392;5287;Poor;3;194.10
79393;5288;Poor;0;63.82
79394;5289;Poor;7;25.96
79395;5290;Poor;2;199.13
79396;5291;Poor;9;110.73
79397;5292;Poor;2;119.50
79398;5293;Poor;0;4.13
79399;5294;Poor;4;76.26
79400;5295;Poor;2;88.10
79401;5296;Poor;5;10.52
79402;5297;Poor;8;191.85
79403;5298;Poor;2;106.27
79404;5299;Poor;0;71.91
79405;5300;Poor;0;40.09
79406;5301;Poor;4;219.56
79407;5302;Poor;5;118.89
79408;5303;Poor;5;135.24
79409;5304;Poor;3;16.99
79410;5305;Poor;9;194.03
79411;5306;Poor;1;100.32
79412;5307;Poor;2;76.37
79413;5308;Poor;1;22.40
79414;5309;Poor;5;60.81
79415;5310;Poor;6;215.14
79416;5311;Poor;4;74.00
79417;5312;Poor;2;67.31
79418;5313;Poor;4;223.84
79419;5314;Poor;2;121.40
79420;5315;Poor;9;94.59
79421;5316;Poor;7;87.13
79422;5317;Poor;3;213.93
79423;5318;Poor;0;246.72
79424;5319;Poor;2;187.34
79425;5320;Poor;9;112.00
79426;5321;Poor;8;31.91
79427;5322;Poor;8;158.14
79428;5323;Poor;3;21.64
79429;5324;Poor;7;110.58
79430;5325;Poor;7;174.19
79431;5326;Poor;1;90.48
79432;5327;Poor;3;244.70
79433;5328;Poor;8;3.27
79434;5329;Poor;6;87.26
79435;5330;Poor;8;137.35
79436;5331;Poor;6;79.40
79437;5332;Poor;3;68.36
79438;5333;Poor;6;48.52
79439;5334;Poor;0;115.73
79440;5335;Poor;1;66.62
79441;5336;Poor;3;114.70
79442;5337;Poor;9;206.12
79443;5338;Poor;5;198.90
79444;5339;Poor;7;219.41
79445;5340;Poor;2;150.38
79446;5341;Poor;1;107.86
79447;5342;Poor;7;167.16
79448;5343;Poor;4;159.66
79449;5344;Poor;8;187.47
79450;5345;Poor;5;56.42
79451;5346;Poor;5;204.39
79452;5347;Poor;7;224.79
79453;5348;Poor;9;12.54
79454;5349;Poor;5;40.04
79455;5350;Poor;1;122.09
79456;5351;Poor;2;154.41
79457;5352;Poor;6;233.00
79458;5353;Poor;3;238.90
79459;5354;Poor;7;167.14
79460;5355;Poor;2;11.91
79461;5356;Poor;8;11.85
79462;5357;Poor;8;230.23
79463;5358;Poor;1;4.76
79464;5359;Poor;1;204.38
79465;5360;Poor;6;216.77
79466;5361;Poor;2;156.80
79467;5362;Poor;5;196.46
79468;5363;Poor;5;196.07
79469;5364;Poor;9;13.74
79470;5365;Poor;4;138.16
79471;5366;Poor;6;39.80
79472;5367;Poor;6;5.02
79473;5368;Poor;4;248.55
79474;5369;Poor;8;15.73
79475;5370;Poor;9;238.41
79476;5371;Poor;3;52.36
79477;5372;Poor;5;27.51
79478;5373;Poor;8;242.30
79479;5374;Poor;6;78.56
79480;5375;Poor;0;220.63
79481;5376;Poor;3;198.09
79482;5377;Poor;5;42.45
79483;5378;Poor;3;160.90
79484;5379;Poor;2;60.44
79485;5380;Poor;2;97.16
79486;5381;Poor;5;29.68
79487;5382;Poor;0;243.19
79488;5383;Poor;9;130.80
79489;5384;Poor;2;118.20
79490;5385;Poor;5;236.77
79491;5386;Poor;6;100.03
79492;5387;Poor;3;190.51
79493;5388;Poor;8;135.30
79494;5389;Poor;3;11.67
79495;5390;Poor;7;11.68
79496;5391;Poor;3;229.28
79497;5392;Poor;8;32.40
79498;5393;Poor;8;160.84
79499;5394;Poor;0;111.73
79500;5395;Poor;4;189.59
79501;5396;Poor;7;87.24
79502;5397;Poor;9;88.19
79503;5398;Poor;3;170.82
79504;5399;Poor;5;134.66
79505;5400;Poor;7;6.06
79506;5401;Poor;2;167.86
79507;5402;Poor;0;234.27
79508;5403;Poor;2;15.43
79509;5404;Poor;6;13.76
79510;5405;Poor;1;89.67
79511;5406;Poor;6;183.58
79512;5407;Poor;4;41.98
79513;5408;Poor;0;46.34
79514;5409;Poor;2;13.00
79515;5410;Poor;5;205.85
79516;5411;Poor;3;130.90
79517;5412;Poor;5;44.83
79518;5413;Poor;2;163.34
79519;5414;Poor;4;21.03
79520;5415;Poor;6;189.61
79521;5416;Poor;0;36.03
79522;5417;Poor;5;215.28
79523;5418;Poor;5;165.88
79524;5419;Poor;3;206.29
79525;5420;Poor;8;174.24
79526;5421;Poor;4;116.79
79527;5422;Poor;4;186.31
79528;5423;Poor;6;242.87
79529;5424;Poor;0;43.84
79530;5425;Poor;1;65.76
79531;5426;Poor;3;114.88
79532;5427;Poor;7;215.16
79533;5428;Poor;7;148.00
79534;5429;Poor;0;104.17
79535;5430;Poor;8;197.46
79536;5431;Poor;9;23.58
79537;5432;Poor;3;145.55
79538;5433;Poor;2;171.61
79539;5434;Poor;6;136.98
79540;5435;Poor;2;220.70
79541;5436;Poor;0;215.08
79542;5437;Poor;8;102.05
79543;5438;Poor;7;183.33
79544;5439;Poor;5;59.21
79545;5440;Poor;0;230.11
79546;5441;Poor;1;151.33
79547;5442;Poor;3;217.93
79548;5443;Poor;8;72.86
79549;5444;Poor;2;56.13
79550;5445;Poor;2;92.39
79551;5446;Poor;9;222.86
79552;5447;Poor;1;177.98
79553;5448;Poor;6;156.19
79554;5449;Poor;9;52.92
